x            y_obs        weight       y_calc       y_bkg        
85.93        1.136        0.88053      3.568        1.0          
85.94        7.153        0.13979      3.577        1.0          
85.95        3.0          0.33333      3.586        1.0          
85.96        4.189        0.23871      3.595        1.0          
85.97        1.0          1.0          3.604        1.0          
85.98        7.0          0.14286      3.613        1.0          
85.99        1.0          1.0          3.622        1.0          
86.0         4.263        0.23457      3.632        1.0          
86.01        1.282        0.78006      3.641        1.0          
86.02        6.301        0.1587       3.651        1.0          
86.03        2.0          0.5          3.66         1.0          
86.04        4.0          0.25         3.67         1.0          
86.05        3.0          0.33333      3.68         1.0          
86.06        6.379        0.15676      3.69         1.0          
86.07        1.0          1.0          3.7          1.0          
86.08        5.419        0.18453      3.71         1.0          
86.09        2.0          0.5          3.72         1.0          
86.1         5.46         0.18315      3.73         1.0          
86.11        3.0          0.33333      3.74         1.0          
86.12        5.0          0.2          3.751        1.0          
86.13        2.0          0.5          3.761        1.0          
86.14        4.544        0.22006      3.772        1.0          
86.15        3.0          0.33333      3.783        1.0          
86.16        5.0          0.2          3.794        1.0          
86.17        3.609        0.27706      3.805        1.0          
86.18        5.0          0.2          3.816        1.0          
86.19        1.0          1.0          3.827        1.0          
86.2         6.676        0.14979      3.838        1.0          
86.21        3.699        0.27035      3.849        1.0          
